Timestamp,ens2 (W),ens2 Utilization (pps),CPUMaxIdleModel (W),CPUMaxIdleModel Utilization (%)
1718910776,3.2702012485885623,1.9759750366210938,1.963623575,"[79.0, 100.0, 100.0, 28.3]"
1718910777,3.2702618424797056,2.013373374938965,1.9599089749999998,"[93.1, 18.8, 100.0, 93.0]"
1718910778,3.270079577293396,1.900869369506836,1.957123025,"[93.0, 10.1, 100.0, 100.0]"
1718910779,3.2702522145271304,2.007434844970703,1.965790425,"[81.0, 27.7, 100.0, 100.0]"
1718910780,3.270075877761841,1.8985843658447266,1.958516,"[4.0, 100.0, 100.0, 100.0]"
1718910781,3.2701136442375183,1.9218921661376953,1.958670775,"[4.1, 100.0, 100.0, 100.0]"
1718910782,3.2702490439224245,2.0054683685302734,1.9648617750000001,"[9.1, 99.0, 100.0, 100.0]"
1718910783,3.2700706165122986,1.8953351974487305,1.954337075,"[6.9, 94.4, 100.0, 100.0]"
1718910784,3.2701422299194336,1.9395427703857422,1.9616115,"[6.0, 100.0, 100.0, 100.0]"
1718910785,3.2703568097305293,2.071992874145508,1.9678025,"[10.0, 100.0, 100.0, 100.0]"
1718910786,3.26992237203598,1.8038396835327148,1.964707,"[8.0, 100.0, 100.0, 100.0]"
1718910787,3.270170462532043,1.9569683074951172,1.971052775,"[14.1, 100.0, 98.0, 100.0]"
1718910788,3.2670035475540162,0.00217437744140625,1.95820645,"[28.6, 100.0, 75.2, 100.0]"
1718910789,3.2670108847808836,0.006701469421386719,1.9626949249999999,"[40.4, 100.0, 66.3, 100.0]"
1718910790,3.2670032672882083,0.002002716064453125,1.96192105,"[30.7, 100.0, 75.5, 100.0]"
1718910791,3.267006247177124,0.0038318634033203125,1.961766275,"[100.0, 100.0, 6.1, 100.0]"
1718910792,3.267003081893921,0.001888275146484375,1.964707,"[89.0, 100.0, 19.0, 100.0]"
1718910793,3.2670035475540162,0.00217437744140625,1.940407325,"[3.0, 100.0, 100.0, 89.3]"
1718910794,3.2670034548568725,0.002117156982421875,1.9603733,"[5.2, 100.0, 100.0, 100.0]"
1718910795,3.2670029870223996,0.0018310546875,1.9591351,"[40.0, 100.0, 100.0, 64.4]"
1718910796,3.2670032818222046,0.0020122528076171875,1.9448957999999998,"[57.6, 70.0, 100.0, 67.6]"
1718910797,3.2670021462249754,0.001316070556640625,1.961766275,"[100.0, 6.1, 100.0, 100.0]"
1718910798,3.2670026140594484,0.0016021728515625,1.96192105,"[100.0, 36.5, 100.0, 69.7]"
1718910799,3.267009849319458,0.006066322326660156,1.96006375,"[100.0, 100.0, 100.0, 5.0]"
1718910800,3.2670023337936405,0.001430511474609375,1.9554205,"[100.0, 70.0, 100.0, 32.0]"
1718910801,3.2670053520202638,0.0032825469970703125,1.9483008499999999,"[100.0, 25.0, 94.4, 78.0]"
1718910802,3.2670023337936405,0.001430511474609375,1.971052775,"[42.4, 69.7, 100.0, 100.0]"
1718910803,3.2670032351303098,0.0019855499267578125,1.958361225,"[100.0, 3.9, 100.0, 100.0]"
1718910804,3.267003231296539,0.001979827880859375,1.9554205,"[100.0, 2.0, 100.0, 100.0]"
1718910805,3.267003089618683,0.0018949508666992188,1.957123025,"[100.0, 3.1, 100.0, 100.0]"
1718910806,3.2670037029647827,0.0022716522216796875,1.95696825,"[100.0, 3.0, 100.0, 100.0]"
1718910807,3.267003089618683,0.0018949508666992188,1.97430305,"[100.0, 14.2, 100.0, 100.0]"
1718910808,3.2670028943252563,0.001773834228515625,1.9733744,"[100.0, 13.6, 100.0, 100.0]"
1718910809,3.2670116404914857,0.007167816162109375,1.950932025,"[100.0, 70.7, 94.4, 34.0]"
1718910810,3.267002595291138,0.001590728759765625,1.9575873499999998,"[100.0, 53.9, 100.0, 49.5]"
1718910811,3.2670053520202638,0.0032825469970703125,1.952325,"[100.0, 0.0, 100.0, 100.0]"
1718910812,3.267002875556946,0.00176239013671875,1.964707,"[100.0, 8.0, 100.0, 100.0]"
1718910813,3.2670037340927123,0.002288818359375,1.9554205,"[100.0, 2.0, 100.0, 100.0]"
1718910814,3.2670044194221495,0.0027103424072265625,1.95696825,"[100.0, 3.0, 100.0, 100.0]"
1718910815,3.2670032672882083,0.002002716064453125,1.965171325,"[100.0, 8.3, 100.0, 100.0]"
1718910816,3.267003735122681,0.002288818359375,1.958516,"[100.0, 4.0, 100.0, 100.0]"
1718910817,3.2670035475540162,0.00217437744140625,1.963314025,"[100.0, 7.1, 100.0, 100.0]"
1718910818,3.267003081893921,0.001888275146484375,1.95387275,"[100.0, 1.0, 100.0, 100.0]"
1718910819,3.267003174591064,0.00194549560546875,1.9554205,"[100.0, 2.0, 100.0, 100.0]"
1718910820,3.267011737651825,0.0072231292724609375,1.958516,"[100.0, 4.0, 100.0, 100.0]"
1718910821,3.2670064909934995,0.003981590270996094,1.95696825,"[100.0, 3.0, 100.0, 100.0]"
1718910822,3.2670035883522033,0.0022001266479492188,1.963004475,"[100.0, 6.9, 100.0, 100.0]"
1718910823,3.2670046234893797,0.0028352737426757812,1.958516,"[100.0, 4.0, 100.0, 100.0]"
1718910824,3.267003735122681,0.002288818359375,1.9554205,"[100.0, 2.0, 100.0, 100.0]"
1718910825,3.2670032672882083,0.002002716064453125,1.9548014,"[100.0, 21.2, 100.0, 80.4]"
1718910826,3.2670025213623046,0.001544952392578125,1.952325,"[100.0, 0.0, 100.0, 100.0]"
1718910827,3.2670032672882083,0.002002716064453125,1.960218525,"[99.0, 6.1, 100.0, 100.0]"
1718910828,3.2670020535278317,0.00125885009765625,1.9660999749999999,"[88.7, 20.2, 100.0, 100.0]"
1718910829,3.267002519187927,0.001544952392578125,1.947836525,"[100.0, 3.0, 100.0, 94.1]"
1718910830,3.2670106045150753,0.006529808044433594,1.9609923999999999,"[100.0, 5.6, 100.0, 100.0]"
1718910831,3.267006944503784,0.004261970520019531,1.95696825,"[100.0, 3.0, 100.0, 100.0]"
1718910832,3.2670027067565917,0.001659393310546875,1.958670775,"[100.0, 4.1, 100.0, 100.0]"
1718910833,3.2670037029647827,0.0022716522216796875,1.9739935,"[100.0, 14.0, 100.0, 100.0]"
1718910834,3.26700530582428,0.0032548904418945312,1.95696825,"[100.0, 3.0, 100.0, 100.0]"
1718910835,3.2670032672882083,0.002002716064453125,1.960218525,"[100.0, 5.1, 100.0, 100.0]"
1718910836,3.267003608093262,0.0022144317626953125,1.953408425,"[100.0, 47.5, 94.2, 59.0]"
1718910837,3.2670028943252563,0.001773834228515625,1.958516,"[100.0, 4.0, 100.0, 100.0]"
1718910838,3.2670029870223996,0.0018310546875,1.963314025,"[100.0, 7.1, 100.0, 100.0]"
1718910839,3.267003656616211,0.0022449493408203125,1.95387275,"[100.0, 81.8, 100.0, 19.2]"
1718910840,3.267010408821106,0.006409645080566406,1.96006375,"[30.7, 100.0, 100.0, 74.3]"
1718910841,3.267005068645477,0.003108978271484375,1.9554205,"[100.0, 100.0, 100.0, 2.0]"
1718910842,3.2670029870223996,0.0018310546875,1.96625475,"[99.0, 46.0, 100.0, 64.0]"
1718910843,3.2670023337936405,0.001430511474609375,1.961766275,"[100.0, 6.1, 100.0, 100.0]"
1718910844,3.2670038238143917,0.002346038818359375,1.9707432249999999,"[97.0, 14.9, 100.0, 100.0]"
1718910845,3.2670026140594484,0.0016021728515625,1.9739935,"[100.0, 14.0, 100.0, 100.0]"
1718910846,3.267003436317444,0.0021076202392578125,1.96006375,"[100.0, 5.0, 100.0, 100.0]"
1718910847,3.267003174591064,0.00194549560546875,1.958516,"[100.0, 4.0, 100.0, 100.0]"
1718910848,3.2670027067565917,0.001659393310546875,1.9739935,"[100.0, 14.0, 100.0, 100.0]"
1718910849,3.267016251068115,0.010015487670898438,1.9565039249999998,"[100.0, 25.5, 77.2, 100.0]"
1718910850,3.267010271720886,0.006325721740722656,1.95511095,"[23.8, 81.0, 97.0, 100.0]"
1718910851,3.2670049790573117,0.0030536651611328125,1.95696825,"[49.0, 100.0, 54.0, 100.0]"
1718910852,3.2670035475540162,0.00217437744140625,1.9554205,"[3.0, 100.0, 99.0, 100.0]"
1718910853,3.267003174591064,0.00194549560546875,1.972600525,"[13.1, 100.0, 100.0, 100.0]"
1718910854,3.2670032672882083,0.002002716064453125,1.95696825,"[3.0, 100.0, 100.0, 100.0]"
1718910855,3.2670034548568725,0.002117156982421875,1.968266825,"[19.8, 90.5, 100.0, 100.0]"
1718910856,3.267003654785156,0.0022411346435546875,1.95387275,"[100.0, 1.0, 100.0, 100.0]"
1718910857,3.2670027067565917,0.001659393310546875,1.96006375,"[100.0, 5.0, 100.0, 100.0]"
1718910858,3.267003342590332,0.0020503997802734375,1.970124125,"[100.0, 11.5, 100.0, 100.0]"
1718910859,3.267003374519348,0.0020694732666015625,1.958361225,"[100.0, 3.9, 100.0, 100.0]"
1718910860,3.2670114800262446,0.007065773010253906,1.961766275,"[100.0, 44.9, 61.2, 100.0]"
1718910861,3.2670064147186277,0.003933906555175781,1.9660999749999999,"[11.9, 100.0, 97.0, 100.0]"
1718910862,3.2670030797195433,0.001888275146484375,1.960218525,"[5.1, 100.0, 100.0, 100.0]"
1718910863,3.267003328971863,0.0020427703857421875,1.9665643,"[9.2, 100.0, 100.0, 100.0]"
1718910864,3.267003462581634,0.0021238327026367188,1.928953975,"[82.9, 2.0, 100.0, 100.0]"
1718910865,3.2670012127304076,0.000743865966796875,1.520347975,"[3.0, 4.0, 2.0, 11.9]"
1718910866,3.2670012732696536,0.0007839202880859375,1.49264325,"[1.0, 0.0, 2.0, 0.0]"
1718910867,3.267000744895935,0.000457763671875,1.49264325,"[0.0, 1.0, 1.0, 1.0]"
1718910868,3.267000744895935,0.000457763671875,1.505180025,"[4.1, 2.0, 5.0, 0.0]"
1718910869,3.2670016870307923,0.0010385513305664062,1.4910955,"[0.0, 0.0, 1.0, 1.0]"
1718910870,3.267000744895935,0.000457763671875,1.49573875,"[1.0, 1.0, 2.0, 1.0]"
1718910871,3.2670084634399412,0.005217552185058594,1.4910955,"[0.0, 0.0, 0.0, 2.0]"
1718910872,3.26700348285675,0.0021381378173828125,1.494191,"[1.0, 2.0, 1.0, 0.0]"
1718910873,3.2670014580917357,0.000896453857421875,1.49883425,"[2.0, 2.0, 1.0, 2.0]"
1718910874,3.267001267261505,0.0007781982421875,1.48954775,"[0.0, 0.0, 1.0, 0.0]"
1718910875,3.2670009618759153,0.0005893707275390625,1.537063675,"[5.1, 4.0, 4.0, 18.6]"
1718910876,3.2670236330223084,0.014559745788574219,1.52855105,"[6.0, 8.1, 10.0, 2.1]"
1718910877,3.2670007541656494,0.0004634857177734375,1.50192975,"[2.0, 3.0, 1.0, 3.0]"
1718910878,3.2670491452026367,0.030309677124023438,1.572352375,"[10.1, 18.8, 13.9, 11.7]"
1718910879,3.2670069433403013,0.0042819976806640625,1.49573875,"[2.0, 0.0, 2.0, 1.0]"
1718910880,3.267000744895935,0.000457763671875,1.48954775,"[0.0, 0.0, 0.0, 1.0]"
1718910881,3.267008279495239,0.0051059722900390625,1.49264325,"[0.0, 2.0, 1.0, 0.0]"
1718910882,3.2670041457176207,0.0025453567504882812,1.5003819999999999,"[3.0, 1.0, 2.0, 2.0]"
1718910883,3.2670011953353884,0.0007343292236328125,1.4972865,"[1.0, 2.0, 2.0, 1.0]"
1718910884,3.268736616363525,1.0599441528320312,1.7455455999999998,"[47.2, 22.9, 66.3, 30.0]"
1718910885,3.2670007541656494,0.0004634857177734375,1.500227225,"[3.0, 1.0, 1.0, 2.9]"
1718910886,3.267000744895935,0.000457763671875,1.4910955,"[1.0, 0.0, 1.0, 0.0]"
1718910887,3.2670006521987913,0.000400543212890625,1.49264325,"[0.0, 1.0, 1.0, 1.0]"
1718910888,3.267000744895935,0.000457763671875,1.4972865,"[0.0, 1.0, 3.0, 2.0]"
1718910889,3.2670006521987913,0.000400543212890625,1.494191,"[1.0, 1.0, 0.0, 2.0]"
1718910890,3.2670006521987913,0.000400543212890625,1.4910955,"[0.0, 1.0, 1.0, 0.0]"
1718910891,3.267008316192627,0.005126953125,1.4910955,"[1.0, 0.0, 1.0, 0.0]"
1718910892,3.267003943252563,0.002422332763671875,1.49264325,"[1.0, 0.0, 0.0, 2.0]"
1718910893,3.2670006521987913,0.000400543212890625,1.49573875,"[0.0, 2.0, 2.0, 1.0]"
